1H mean
7909.0
7983.9
8005.8
8044.4
8100.9
8128.4
8148.2
8193.6
8213.5
8246.7
8274.4
8287.1
8312.6
8361.7
8399.4
8415.9
8424.7
8430.9
8448.5
8459.5
8469.4
8479.4
8488.6
8497.6
8509.9
8534.1
8544.1
8566.2
8582.9
8602.2
8609.6
8613.5
8626.3
8654.6
8672.5
8685.5
8701.0
8708.4
8715.1
8725.3
8732.1
8740.5
8755.3
8759.5
8771.5
8778.8
8785.1
8797.1
8802.2
8809.2
8815.1
8822.8
8837.1
8845.2
8855.8
8865.7
8872.9
8886.2
8893.4
8895.5
8901.8
8915.3
8928.2
8938.9
8944.5
8953.1
8968.2
8975.7
8985.9
8989.5
8993.2
8998.7
9009.7
9020.3
9032.5
9043.6
9050.6
9058.3
9066.1
9071.5
9076.2
9081.5
9086.3
9089.5
9094.0
9102.2
9109.2
9116.0
9124.6
9127.9
9133.3
9141.2
9150.1
9155.8
9166.7
9175.6
9184.7
9189.8
9195.0
9200.5
9205.6
9211.7
9215.8
9227.5
9233.8
9239.2
9246.8
9251.1
9255.2
9262.3
9269.2
9278.4
9286.2
9290.7
9293.6
9296.6
9299.5
9304.7
9311.8
9316.9
9320.6
9323.1
9327.6
9333.8
9338.0
9343.8
9351.2
9356.1
9361.1
9367.7
9371.7
9376.3
9384.1
9389.3
9396.7
9406.3
9415.7
9427.7
9438.5
9446.2
9453.8
9461.4
9468.9
9477.1
9481.1
9483.9
9488.3
9493.7
9501.7
9509.5
9514.8
9517.9
9520.0
9522.8
9526.2
9530.7
9535.9
9541.0
9546.2
9552.9
9557.1
9560.3
9568.7
9573.5
9579.6
9583.8
9587.8
9597.2
9604.6
9607.4
9610.7
9614.7
9622.1
9625.9
9632.6
9642.5
9646.4
9651.2
9660.9
9667.0
9669.2
9673.5
9676.3
9681.6
9692.4
9698.3
9703.8
9706.9
9714.9
9724.6
9732.3
9736.6
9743.5
9751.0
9755.0
9761.4
9771.1
9789.1
9797.5
9804.1
9810.1
9814.7
9818.1
9822.7
9827.6
9830.8
9834.9
9843.3
9848.2
9857.0
9862.7
9869.3
9878.0
9885.8
9891.0
9897.7
9902.4
9909.8
9916.1
9922.4
9930.1
9937.3
9943.7
9950.8
9958.5
9968.4
9971.6
9973.6
9976.7
9980.4
9982.7
9989.4
9999.2
10005.7
10011.4
10021.3
10035.7
10042.2
10048.0
10052.6
10060.0
10063.5
10068.0
10076.7
10085.0
10090.1
10098.7
10105.9
10110.5
10112.4
10121.0
10125.0
10130.6
10143.9
10154.9
10160.1
10163.5
10174.4
10188.3
10195.4
10197.8
10200.4
10209.2
10215.4
10219.3
10224.8
10230.8
10237.8
10242.0
10250.0
10255.7
10261.6
10269.4
10282.3
10288.4
10293.1
10298.6
10303.8
10306.6
10310.2
10314.9
10320.3
10326.2
10337.2
10340.6
10345.6
10351.2
10358.2
10363.2
10367.9
10380.9
10386.1
10392.4
10397.8
10402.8
10407.0
10412.2
10421.2
10426.0
10431.2
10439.2
10443.4
10451.1
10455.0
10456.8
10458.2
10462.7
10470.2
10474.6
10479.9
10482.5
10485.7
10489.2
10496.4
10500.9
10507.8
10517.3
10521.4
10527.8
10537.7
10543.6
10547.0
10553.0
10562.1
10566.2
10569.9
10575.4
10582.0
10597.2
10603.6
10610.3
10615.1
10619.4
10626.4
10632.8
10639.7
10641.3
10651.6
10655.0
10661.6
10667.7
10671.4
10680.5
10689.4
10696.8
10705.7
10713.4
10718.4
10722.7
10730.4
10737.7
10741.8
10747.2
10754.4
10766.2
10772.5
10776.8
10780.5
10785.3
10789.4
10792.8
10800.0
10806.2
10811.0
10815.6
10820.0
10826.5
10829.2
10831.5
10839.3
10846.4
10849.2
10854.2
10861.2
10863.5
10866.8
10870.7
10876.0
10883.5
10889.0
10895.4
10900.7
10907.2
10914.4
10924.2
10927.6
10929.8
10934.5
10941.8
10943.9
10949.3
10958.8
10961.6
10968.1
10975.7
10986.7
10994.6
10998.6
11007.6
11010.3
11011.5
11015.2
11019.9
11024.4
11026.6
11029.1
11036.7
11040.1
11044.5
11054.1
11057.9
11060.8
11068.6
11071.6
11080.6
11086.0
11095.5
11110.4
11119.8
11122.0
11125.2
11128.7
11134.5
11145.9
11151.3
11157.0
11166.8
11171.6
11176.3
11180.5
11187.2
11195.9
11204.0
11208.1
11212.0
11215.9
11220.2
11227.3
11236.4
11241.4
11248.5
11255.4
11262.0
11268.2
11272.6
11277.1
11281.8
11286.5
11291.0
11295.6
11301.0
11308.8
11321.7
11328.3
11331.6
11334.5
11342.2
11346.3
11357.0
11364.8
11371.1
11375.0
11380.6
11386.2
11393.9
11397.5
11402.2
11406.5
11415.8
11423.6
11436.1
11449.4
11464.7
11478.4
11492.2
11516.0
11530.5
11541.2
11544.6
11550.0
11558.2
11567.3
11574.8
11578.8
11582.3
11590.4
11599.7
11614.2
11629.1
11636.3
11644.4
11651.1
11660.6
11668.1
11677.0
11685.2
11695.4
11708.5
11719.1
11731.0
11740.5
11758.9
11771.1
11776.0
11783.2
11793.4
11807.4
11813.7
11824.8
11833.8
11845.1
11854.6
11868.6
11887.3
11900.2
11916.8
11928.6
11940.1
11949.7
11970.5
11980.1
11992.3
12005.5
12023.8
12045.5
12054.2
12064.9
12073.3
12089.0
12099.9
12106.6
12113.8
12118.2
12134.1
12143.3
12147.2
12153.4
12165.1
12172.8
12184.0
12190.0
12197.0
12202.0
12217.6
12227.2
12235.6
12255.4
12261.8
12266.5
12273.9
12285.7
12297.4
12305.3
12316.9
12322.9
12327.4
12336.8
12346.4
12355.3
12370.2
12376.2
12389.8
12402.1
12413.6
12422.2
12435.5
12446.6
12454.3
12461.5
12472.6
12478.3
12484.0
12491.4
12504.3
12514.0
12519.0
12525.1
12538.2
12543.8
12548.5
12558.0
12562.8
12570.2
12582.1
12590.1
12597.1
12604.9
12616.1
12627.9
12638.0
12644.6
12651.4
12657.7
12664.3
12670.6
12677.1
12686.7
12696.4
12708.0
12719.5
12727.8
12735.2
12746.9
12761.1
12770.9
12785.1
12792.1
12804.4
12814.6
12828.2
12839.4
12850.4
12867.8
12884.6
12897.1
12909.5
12920.7
12931.2
12945.8
12957.1
12970.0
12977.0
12988.2
13001.4
13008.9
13024.0
13039.0
13069.8
13086.0
13095.9
13107.0
13119.1
13136.4
13148.2
13163.0
13196.5
13224.0
13268.1
13288.4
13314.1
13324.0
13345.7
13369.4
13382.0
13406.7
13444.2
13520.3
13545.1
13573.6
13629.7
13672.7
13714.7
13761.1
13791.0
13843.7
13863.9
13879.7
13900.0
13913.8
13929.2
13956.9
13973.6
13998.8
14050.6
14097.2
14118.8
14142.8
14185.8
14213.4
14232.8
14261.7
14361.4
